sr_no,sol_id,acct_name,schm_code,principal_payment_due_date,principal_payment_amount,interest_payment_due_date,primary_manager_id,secondary_manager_id,tertiary_manager_id,cbo_srm_id,credit_admin_manager_id,normal_interest,interest_calc_status,penal_interest,penal_calc_status,processing_status
380443,1394,<bpeqpR[4%MBX>f1MJ;-Dlo;3=1nO=.,LNECL,,,28-02-2023,NA,338833,338833,22788,320145,0,Done,,pending,Normal_Interest_Is_Zero
400429,109,Jacn9kM[F{Xs_>jVID7)\8vd4=8j?,LNXAU,,,,NA,19817,NA,13764,13764,0,Done,0,Done,No_Interest_Payment_Due
380383,1394,;iui>yN:.vb5c<XU|E3+Hjs\3GcuQLiA;F,LNECL,28-02-2023,930555.55,28-02-2023,NA,336035,85306,3105,200931,148942.43,Done,,pending,Done
379992,134,Lrcn=kT_@zc5g:3X>J?{Ql},LNECL,,,28-02-2023,NA,131553,7980,97180,21809,0,Done,,pending,Normal_Interest_Is_Zero
380955,1530,"Lkkn6uAh5s,7dMccFFFVSjsq(H)EGA7>;G]",LNECL,28-02-2023,466000,28-02-2023,NA,200507,21804,176865,328534,74381.3,Done,,pending,Done
380172,1369,Ikk@HoNe.'M7]:_RM9F~\8mj5G8wP;>>6Pl(^C?va;Ek?@.$ix0,LNECL,,,28-02-2023,NA,16820,9891,346430,346430,170861.64,Done,,pending,Done
375252,12,7kfe@~ ^2sX9gL3aOAHwW]Jg0A-y@<,LNECL,28-02-2023,416666,28-02-2023,NA,129062,9620,112866,112866,55968.14,Done,,pending,Done
380361,1394,HhjaqnY_0zQA5IeZS9F{#dsh0H)i,LNECL,,,28-02-2023,NA,352233,85306,367041,180356,634315.07,Done,,pending,Done
375812,42,JntbAJTi<~_seOg1IL6,LNECL,28-02-2023,1473000,28-02-2023,NA,325648,18463,338092,339755,216060.45,Done,,pending,Done
377252,1006,;Zut7|N:/wMF^GZd|HH+#d~_,LNECL,28-02-2023,1194000,28-02-2023,NA,NA,152074,18118,350703,183450.82,Done,,pending,Done
374992,3359,Iakv3wKi=#MF5<TdQw>#S,LNCTL,28-02-2023,117118,28-02-2023,NA,135540,128688,85963,85963,42912.76,Done,,pending,Done
380192,137,HhekqpOlARQ8j<TeFG@wO8r`(@8mz989fEaI`:Jab3EkGI6.i,LNECL,28-02-2023,413000,28-02-2023,201131,176912,26899,164844,164844,54018.25,Done,,pending,Done
379981,134,"D^y@?oLn6!SsX>aeO=q'Ua!\;9cqDE3I,F",LNECL,28-02-2023,1400000,28-02-2023,NA,204455,46045,97180,97180,258815.07,Done,,pending,Done
385542,252,:acr?kN[;vMB5<bcMGDwWayi,LNECL,28-02-2023,72222,28-02-2023,NA,198204,198204,371858,212878,10125,Done,0.17,Done,Done
385582,254,:^da=JEhAw^DgBfVPwB-W8vo+,LNECL,28-02-2023,111111,28-02-2023,185038,171780,13312,19721,328527,18027.42,Done,7.9,Done,Done
383472,1690,"?gfa5y g2'M@5<bRQKq'Ua!\;9cqDE3I,F",LNECL,28-02-2023,277770,28-02-2023,NA,173728,137372,153147,292379,37448.84,Done,197.4,Done,Done
383712,1748,7eni7n `<(Z8gR,LNECL,28-02-2023,194444,28-02-2023,NA,165106,46212,88866,88866,24731.19,Done,24,Done,Done
379737,129,Iate7JM[?(`=5:fdL;;wW]},LNECL,,,28-02-2023,NA,262759,137372,15635,292379,39818.36,Done,,pending,Done
379444,1213,Iawb:kM:6!PIhMeZBK,LNECL,28-02-2023,180000,28-02-2023,NA,145044,7841,366807,366807,33231.29,Done,,pending,Done
379553,1242,"@]u@F|Ah@x[Fb>ed|A@zXk~m097EKJ3K(V^(Z:Cit,D",LNECL,,,28-02-2023,NA,263905,17963,164346,164346,0,Done,,pending,Normal_Interest_Is_Zero
380075,1359,CberAJW_9v_s^GWZ>,LNECL,,,28-02-2023,NA,NA,11218,293291,293291,55155.21,Done,,pending,Done
389018,4627,Fkqc3wO:6 \9m,LNECL,,,28-02-2023,290427,216969,128688,374861,374861,33657.53,Done,3.88,Done,Done
378633,1164,P^va6oL:AwO<cH_`DA7*#h!of@8izww,LNECL,,,28-02-2023,NA,165336,165336,12754,328584,45493.15,Done,,pending,Done
379100,1165,CdBaG~O]< \Cc>aePw;%Gak;3=1nO=.,LNECL,,,28-02-2023,NA,80244,8600,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
378630,1164,P^va6oL:AwO<cH_`DA7*#h!of@8izww,LNECL,28-02-2023,348484,28-02-2023,NA,165336,165336,12754,328584,50203.39,Done,,pending,Done
400349,43,7gcn6JJ_DwXG5BaULJ7VSjsq(H)EGA7>;G],LNXAU,,,28-02-2023,154430,353941,85306,376831,376831,0.12,Done,0,Done,Normal_Interest_Is_Zero
378740,1165,"CdBtDyN:.(`Ce:eePwB)Lnko,s0y?",LNECL,28-02-2023,583334,28-02-2023,NA,115171,18151,8036,390307,144538.74,Done,,pending,Done
380222,1377,Abuh3x m2*Ms`>aUO9,LNECL,28-02-2023,277777,28-02-2023,NA,175787,7462,205393,205393,39789.7,Done,,pending,Done
384369,1960,"Ikge6rAl2we5bxTjRJH{Gam;,M)ECG=E0VZT.vure:E-E:)ZXx:x>oX5A7@Z4,",LNECL,,,28-02-2023,NA,159363,52541,45721,45721,26440.32,Done,0,Done,Done
400199,1853,"IZkd7oP:3""MA5I3]Q<",LNTEQ,,,28-02-2023,NA,7841,7841,16219,271193,147874.94,Done,0,Done,Done
380226,1377,I[cjqoL_0'^CcBVd,LNECL,,,28-02-2023,143967,175787,7462,205393,205393,0,Done,,pending,Normal_Interest_Is_Zero
380024,1344,Frta?sD:AwO<cHc]>KFVSjsq(H)EGA7>;G],LNECL,28-02-2023,902777,28-02-2023,NA,184832,26821,22788,320145,150182.71,Done,,pending,Done
378173,1164,"Ibpg:s \?""`<ZKf",LNECL,28-02-2023,333333,28-02-2023,NA,37287,37287,48396,365023,46878.13,Done,,pending,Done
380780,1495,Inxi6k ^?(YG,LNECL,28-02-2023,112500,28-02-2023,NA,279362,178016,27234,338077,27239.64,Done,,pending,Done
380190,137,7km@7nU].'UCcL3hBD8wU]Jo9I7y,LNECL,28-02-2023,322000,28-02-2023,201131,176912,26899,164844,164844,41145.04,Done,,pending,Done
400359,90,Jag@=~M:7wc9aEXcVw> Pa~`+,LNXAU,,,28-02-2023,166912,35632,6542,265613,265613,0.25,Done,0,Done,Normal_Interest_Is_Zero
378795,1165,C`o@7xT_?'M=cFX_QKq'YlJg;8,LNECL,28-02-2023,197000,28-02-2023,NA,132416,3762,8036,390307,29960.08,Done,,pending,Done
379292,118,FZtiK R:. Y5cxfaFF@ Q_Jh0@0xzH<>=CmM.=?mi;E0,LNECL,,,28-02-2023,NA,339507,7237,16820,16820,0,Done,,pending,Normal_Interest_Is_Zero
378536,1164,"7mju>$A::w^7]:aePwB)Lnko,s0nHA>:+",LNECL,,,28-02-2023,NA,322205,33851,321565,328583,15426.44,Done,,pending,Done
374786,1164,Facr?k c:#QL5ETSLJ3+Rjs`:s4{Ow6I+,LNCTL,28-02-2023,333333,28-02-2023,NA,168423,21733,334766,322056,47531.1,Done,23.87,Done,Done
379732,129,M9d@F|A^6!Ss]HhdB,LNECL,,,28-02-2023,NA,375813,85460,34451,292379,332825.34,Done,,pending,Done
380972,1530,I^xe@JL_6&aFZxcgQ&q#W\X,LNECL,28-02-2023,1041667,28-02-2023,NA,200507,21804,176865,328534,227068.55,Done,0,Done,Done
380411,1394,J^eh@yFi? ,LNECL,,,28-02-2023,NA,50881,24813,84950,327379,0,Done,,pending,Normal_Interest_Is_Zero
380326,1393,>Zts:k g2'M@h,LNECL,28-02-2023,144500,28-02-2023,NA,171780,171780,195917,195917,17669.04,Done,,pending,Done
385291,240,Lkx@;xT_?!MH^HaRI,LNECL,,,28-02-2023,NA,193192,40631,354653,354653,157130.69,Done,43.59,Done,Done
374951,2204,8^iuDJTl.vUB\xV`JH3%\,LNCTL,28-02-2023,125000,28-02-2023,NA,347039,119729,326943,373161,49932.01,Done,6.01,Done,Done
378996,1165,C^um7| j5s^AV<XfQA5wOk,LNECL,,,28-02-2023,NA,115171,18151,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
379666,1286,CZvoDsA:.!PsXH`a>FK,LNECL,,,28-02-2023,40772,129460,132558,370128,337060,0,Done,,pending,Normal_Interest_Is_Zero
380974,1530,:nro>$ g.%W9iBaX|HD YY~`f@8i,LNECL,,,28-02-2023,NA,105093,152424,388664,190553,,pending,,pending,Normal_Interest_Is_Null
400509,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,,NA,173693,94181,14781,354392,0,Done,0,Done,No_Interest_Payment_Due
379693,129,9hv@B|Em@,LNECL,28-02-2023,805500,28-02-2023,NA,206634,101122,34451,292379,101215.37,Done,,pending,Done
380242,138,"HZlpG|Ob6',Da:feBJq*Xhzg096",LNECL,,,28-02-2023,NA,173728,137372,153147,292379,0,Done,,pending,Normal_Interest_Is_Zero
379262,118,@9x@7xGc;wQF^GZ1>KE&Fako,LNECL,28-02-2023,206000,28-02-2023,NA,157929,7237,346430,346430,28437.16,Done,,pending,Done
400039,1394,"A9m@ByOh7s,5c=3dLFE",LNSUC,,,28-02-2023,NA,186918,186918,27234,338077,0,Done,,pending,Normal_Interest_Is_Zero
374825,1260,CZu@7{Uc= QBiL39M!q#W\,LNCTL,28-02-2023,833330,28-02-2023,NA,365511,135764,111708,356642,215976.45,Done,0,Done,Done
380161,1360,CoBi@pOn2uTs^GWZ>,LNECL,,,28-02-2023,NA,368043,19793,207705,148433,0,Done,,pending,Normal_Interest_Is_Zero
379295,118,@9x@7xGc;wQF^GZ1>KE&Fako,LNECL,,,28-02-2023,NA,157929,7237,346430,346430,0,Done,,pending,Normal_Interest_Is_Zero
386131,2811,"Iate7JR[. ,A^E_d",LNECL,28-02-2023,169000,28-02-2023,NA,203777,46212,152202,152202,5151.69,Done,0,Done,Done
380455,1394,FZek7~E_?R\F^OTeBw> Pa~`+,LNECL,,,28-02-2023,NA,320140,320140,9216,329799,57905.75,Done,,pending,Done
378596,1164,>hucAJPl6)MHZx_ZJAF{G8,LNECL,,,28-02-2023,NA,175585,12344,47182,180716,0,Done,,pending,Normal_Interest_Is_Zero
379066,1165,"8hndDyC]5{,=c=\R|HD YY~`f@-rDL/9",LNECL,,,28-02-2023,NA,110754,18151,8036,390307,59859.59,Done,,pending,Done
380386,1394,"L^fa@~A[l{ZGiBgfQ=EVR^J\*5(jHA-t,Z\MZ=;nc, <IK`'iw",LNECL,,,28-02-2023,NA,132130,27779,22788,320145,495450.82,Done,,pending,Done
378136,1164,DZxdG|G[l*UFZL3aOAHwW]Jg0A-y@<,LNECL,28-02-2023,62000,28-02-2023,NA,156688,33851,321565,328583,7508.19,Done,,pending,Done
379566,125,?gfoqkMc;w_saB`ZQ=6,LNECL,28-02-2023,1562500,28-02-2023,NA,350456,350456,1283,180356,346392.12,Done,,pending,Done
379966,134,J^l@5yUl6w^G5!T1AAHd#gp;.<%yB=iE(VbT.4EnNfS1E%`+k(yD8~|m,LNECL,28-02-2023,255000,28-02-2023,260240,163277,92365,97180,97180,44801.78,Done,,pending,Done
383882,179,Iacmq}Uh1w^s;xV`+,LNECL,,,28-02-2023,NA,314351,22471,374147,374147,17366.78,Done,0,Done,Done
378944,1165,"9kgaEkKn5{,:dHWd",LNECL,,,28-02-2023,209140,171955,8600,8098,390307,0,Done,,pending,Normal_Interest_Is_Zero
379634,1270,CHu@GxIp2%_5axc`T=DVVgvp;=3s,LNECL,,,28-02-2023,NA,41553,26197,80426,115767,0,Done,,pending,Normal_Interest_Is_Zero
380217,1372,"?gva5~ `6',DgBiRQ=q#Leso,8",LNECL,,,28-02-2023,NA,154596,NA,12712,376159,,pending,,pending,Normal_Interest_Is_Null
379884,1310,"Ikk@EkIl. ,Hg:WZK?qyRez\5M",LNECL,,,28-02-2023,176386,175992,137372,367648,367648,0,Done,,pending,Normal_Interest_Is_Zero
380085,136,"<httGxE:2~MGiH`VOKq'Ua!\;9cqDE3I,F",LNECL,,,28-02-2023,NA,363197,6542,371100,353507,29480,Done,,pending,Done
374755,97,@noj;JFi<v_seK\g>L7VOawd;9(,LNCTL,,,28-02-2023,198657,210926,51155,356552,330191,26542.91,Done,10.15,Done,Done
380313,139,"<httq""If9{MA5?_VUA4#Hk",LNECL,,,28-02-2023,NA,205666,103315,17021,17021,6005.62,Done,,pending,Done
379017,1165,Inuh;v _9wOHgBVRIK,LNECL,,,28-02-2023,15265,148012,29162,390237,345754,0,Done,,pending,Normal_Interest_Is_Zero
379997,134,GENUINE ENGINEERS,LNECL,,,28-02-2023,260240,102741,113084,97180,97180,0,Done,,pending,Normal_Interest_Is_Zero
400519,1164,"I^pcAJGi9v,@^F\eB<",LNXAU,,,,NA,173693,94181,14781,354392,0,Done,0,Done,No_Interest_Payment_Due
380407,1394,Kgkt7n _;'QFeK\dBK,LNECL,28-02-2023,1242000,28-02-2023,NA,192520,NA,3105,200931,277003.52,Done,,pending,Done
378452,1164,"Dhtt7mH:=%[DZKgj|HH+18vo+""",LNECL,,,28-02-2023,NA,120122,16200,193739,197407,0,Done,,pending,Normal_Interest_Is_Zero
378132,1164,Fkgm;oR::w^7]:aePwB-W8vd4=8j?,LNECL,,,28-02-2023,NA,273911,50545,378857,356628,120230.14,Done,,pending,Done
386130,2811,"Iate7JR[. ,A^E_d",LNECL,28-02-2023,83000,28-02-2023,NA,203777,46212,152202,152202,2314.7,Done,0,Done,Done
381210,1530,"IakvqwEn.~,7dKc`O9F Rf",LNECL,,,28-02-2023,NA,314961,267280,40836,375012,0,Done,,pending,Normal_Interest_Is_Zero
384572,204,7gklqwE^6u[G5IeZS9F{#dsh0H)i,LNECL,,,28-02-2023,NA,353527,118562,374147,374147,7118.79,Done,0,Done,Done
379361,1187,8acnIkR:9sXs_:ZUFK:VSjkn(8,LNECL,,,28-02-2023,40772,195014,132558,370128,337060,0,Done,,pending,Normal_Interest_Is_Zero
380350,1394,"EfBcDoAn6""ZseK\g>L7VOawd;9(",LNECL,,,28-02-2023,NA,349896,NA,55958,327379,36882.19,Done,,pending,Done
380921,1530,B[veJJPl6)MHZx_ZJAF{G,LNECL,,,28-02-2023,NA,340581,16281,176865,328534,186387.95,Done,,pending,Done
380346,1394,<kke@nS:2!S=c>XcFF9VFg|k6F%yDG8,LNECL,,,28-02-2023,NA,22788,NA,22788,320145,0,Done,,pending,Normal_Interest_Is_Zero
379147,1165,?fri9oR:AwO<cH_`DA7*#h!of@8i,LNECL,,,28-02-2023,NA,348612,76707,390237,345754,37432.88,Done,,pending,Done
379990,134,"D^y@?oLn6!SsX>aeO=q'Ua!\;9cqDE3I,F",LNECL,,,28-02-2023,NA,204455,46045,97180,97180,179965.75,Done,,pending,Done
380144,136,"FhyeDJLc;w,5\>aTF=E",LNECL,,,28-02-2023,178404,193946,25852,382389,353507,0,Done,,pending,Normal_Interest_Is_Zero
378155,1164,"IpcsFsK:=~MGiH3RIDA0V8zq;""cqO<w",LNECL,28-02-2023,455555,28-02-2023,NA,111016,33851,334766,322056,52470.1,Done,,pending,Done
400449,1164,F9e@5rAh1%Ms_NX]Pw;%W]|i(H-tI96t7Tb^OE;@l0M5G<%,LNXAU,,,28-02-2023,322914,313939,21522,105537,12953,0.19,Done,0,Done,Normal_Interest_Is_Zero
379712,129,CZja@~H:2!`9gIeZP=E,LNECL,,,28-02-2023,NA,160235,92168,34451,55179,76869.86,Done,,pending,Done
376071,46,9atiE~ c;vaGiK\VP,LNECL,,,28-02-2023,NA,350457,52541,43745,43745,0,Done,,pending,Normal_Interest_Is_Zero
379373,1192,I9cb6 L:?sf5XD37|;A,LNECL,,,28-02-2023,137708,193946,42151,369003,46280,0,Done,,pending,Normal_Interest_Is_Zero
379793,1292,<bxeq}T[?R`FV=\_Dw5&Phki@,LNECL,,,28-02-2023,NA,170092,52397,178882,178882,28763.7,Done,,pending,Done
380403,1394,Fkgc;}E:0zQA^I[ROE3VSjsq(H)EGL.,LNECL,28-02-2023,1388888,28-02-2023,NA,320140,320140,9216,329799,201061.77,Done,,pending,Done
373821,67,Facr?kF`6~U5i>f1>F3#\ls^:s%s?w=N5VaMb:9s@7R5I85 5 5q5~}),LNBLA,28-02-2023,202500,28-02-2023,NA,95671,8472,15069,15069,0,Done,,pending,Normal_Interest_Is_Zero
373811,47,C^gn3uSb6RQAWKbZA=D0#qkm5,LNBLA,,,28-02-2023,NA,344476,19343,32792,32792,0,Done,,pending,Normal_Interest_Is_Zero
378581,1164,@hlaq}Ul4{O5axcgQw>+G,LNECL,,,28-02-2023,NA,8978,289848,12754,328584,0,Done,,pending,Normal_Interest_Is_Zero
377191,95,Akks:xA:@'Q9aL,LNECL,,,28-02-2023,218468,171780,33900,378530,378530,0,Done,,pending,Normal_Interest_Is_Zero
379251,1172,"IGrN;|Rc4s`=dG3RK<q|Djw;,E9nKE/C;U9XdEult+",LNECL,,,28-02-2023,NA,313862,3377,241937,241937,0,Done,,pending,Normal_Interest_Is_Zero
377091,90,HbvzqrOg2RMDeE\RK;7*,LNECL,,,28-02-2023,210425,207553,42555,360000,360000,0,Done,,pending,Normal_Interest_Is_Zero
386141,2812,FkckD Tcl'cC5P[VBD7)V8zm0J%y@w6>4KmMR,LNECL,28-02-2023,45868,28-02-2023,127485,124683,13660,373161,373161,8506.29,Done,80.89,Done,Done
380146,136,"FZtiEyNmlsSFdMXTEwB)Lnko,s0nHA>:+",LNECL,,,28-02-2023,NA,115374,78248,371100,353507,0,Done,,pending,Normal_Interest_Is_Zero
378606,1164,A^fi3J j6#QG,LNECL,28-02-2023,694430,28-02-2023,NA,37575,311,48396,365023,101966.31,Done,,pending,Done
380244,138,@9r@8JM_AsO5hM3aOAHwW]Jg0A-y@<,LNECL,,,28-02-2023,NA,371822,370724,153147,27292,71520.55,Done,,pending,Done
378640,1164,H9maKJF[/'QL5IeZS9F{#dsh0H)i,LNECL,,,28-02-2023,NA,155883,155883,154495,374839,0,Done,,pending,Normal_Interest_Is_Zero
379103,1165,IZtoq}T_2~,LNECL,,,28-02-2023,NA,18151,336047,8036,390307,0,Done,,pending,Normal_Interest_Is_Zero
379883,1310,"Ikk@EkIl. ,Hg:WZK?qyRez\5M",LNECL,28-02-2023,44444,28-02-2023,176386,175992,137372,367648,367648,8726.39,Done,,pending,Done
379250,1169,Iakv3w _;yUBZ>ed,LNECL,,,28-02-2023,NA,7980,7980,107299,107299,0,Done,,pending,Normal_Interest_Is_Zero
380275,1388,7`cmqkGi0zQFh,LNECL,28-02-2023,26900,28-02-2023,188977,208737,23566,356453,356453,4025.12,Done,,pending,Done
380360,1394,HhjaqnY_0zQA5IeZS9F{#dsh0H)i,LNECL,,,28-02-2023,NA,352233,85306,367041,180356,179863.56,Done,,pending,Done
378250,1164,L^puEJSi3'c5g>f,LNECL,28-02-2023,225000,28-02-2023,NA,37287,12344,48396,365023,36841.13,Done,,pending,Done
400799,1541,Jbva@JCi:#MBnx_ZJAF{G,LNXAU,,,,NA,92116,258839,20812,328323,0,Done,0,Done,No_Interest_Payment_Due
375611,32,HZ{sq~E]5&QFkxccFN3+H8vd4=8j?,LNECL,,,28-02-2023,,,,,,,pending,,pending,Cust_Email_Is_Blank
380061,1350,H9m@6sSn?{NIiHed,LNECL,,,28-02-2023,158532,127352,41976,375301,170050,0,Done,,pending,Normal_Interest_Is_Zero
386161,282,7gie>JS_0(^=iBXd|9@z#kom=='jN,LNECL,28-02-2023,13888,28-02-2023,NA,320813,15269,346838,115767,2074.93,Done,3.62,Done,Done
379591,1255,79t@>sM_l{Z8jLgcF=E,LNECL,28-02-2023,63888,28-02-2023,NA,154398,27407,356552,330191,9068.42,Done,,pending,Done
374736,24,>hve>JR[@zY=5I_RW9,LNCTL,,,28-02-2023,NA,179440,12141,149055,161465,1066289.76,Done,0,Done,Done
379427,121,"7\oeq|E`?{S9g:gZLFq'Ua!\;9cqDE3I,F",LNECL,,,28-02-2023,NA,197408,7980,107299,107299,0,Done,,pending,Normal_Interest_Is_Zero
379536,1236,7fcn6oEjl'QLiB_VP,LNECL,,,28-02-2023,165496,212028,22471,374147,374147,0,Done,,pending,Normal_Interest_Is_Zero
376515,63,"AZnp3uA:=""c9gxV`KLD&O",LNECL,,,28-02-2023,154716,148677,154716,23937,129990,0,Done,,pending,Normal_Interest_Is_Zero
373805,43,HZls:|E_lwZ;^GXVOA@}#h|d=58jzD3B0V^L,LNBLA,,,28-02-2023,NA,200502,200502,376831,376831,0,Done,,pending,Normal_Interest_Is_Zero
376165,47,OhieEr ]<!_HgNVeFG@VFgX,LNECL,,,28-02-2023,NA,115781,145105,32792,32792,0,Done,,pending,Normal_Interest_Is_Zero
379813,1294,9hxa;JC[@'UB\Lf1FF6 D8zm0J%y@w6>4KmMR,LNECL,,,28-02-2023,NA,52620,52620,152202,152202,21145.21,Done,,pending,Done
375468,20,"99dhAqIf.~,KZLg1BF6VSn~;3H(",LNECL,,,28-02-2023,NA,184832,26821,22788,320145,0,Done,,pending,Normal_Interest_Is_Zero
388889,458,"OZuhq|Am.,MB5:aU|;:{Pam\3G",LNECL,,,28-02-2023,NA,210149,145105,19739,19739,19932.74,Done,18.08,Done,Done
376685,72,Akcs@$ ^2xQBX>3eB;:%Rdyb097EGL.,LNECL,,,28-02-2023,NA,195824,275975,17897,21123,0,Done,,pending,Normal_Interest_Is_Zero
373835,86,7GxNqsNn2%Z5iBb_>D,LNBLA,,,28-02-2023,NA,123436,40868,378324,378324,0,Done,,pending,Normal_Interest_Is_Zero
379942,1335,CZtuFs aF#_Ibx`ROC7+Lfq,LNECL,,,28-02-2023,NA,341775,267280,56191,375012,0,Done,,pending,Normal_Interest_Is_Zero
377195,95,:^xsAx mAwQ@h,LNECL,,,28-02-2023,NA,206762,193493,378530,378530,0,Done,,pending,Normal_Interest_Is_Zero
377215,97,;9eo@xE]AR_CaNgZLFEVSn~;3H(,LNECL,,,28-02-2023,48219,210926,51155,356552,330191,0,Done,,pending,Normal_Interest_Is_Zero
379755,129,9hvs7oDml(PMd@,LNECL,,,28-02-2023,270332,206634,101122,34451,292379,31188.01,Done,,pending,Done
379132,1165,:lBcAxN_0'[FhxT_Aw5wEdonf=2iD9iE9KoIb6uli4I@8;,LNECL,,,28-02-2023,NA,171955,8600,390237,345754,113489.5,Done,,pending,Done
375452,20,"?9ch?oD:.!PsXH39@G>z#k~j95+jz989fGqX]CJsIfP><M""/ZS8m9s-*/",LNECL,,,28-02-2023,NA,201786,27779,22788,320145,219883.56,Done,,pending,Done
375462,20,>bvk3|I:5{`9XA3aSLq#W\,LNECL,28-02-2023,625000,28-02-2023,NA,347366,NA,23937,129990,100402.4,Done,,pending,Done
378642,1164,9aciFkNs.R^9[KTTQGD0#h!of@8i,LNECL,28-02-2023,208333,28-02-2023,175585,175585,12344,321565,328583,49516.86,Done,,pending,Done
393161,1164,"IhwmAtOsA{,7]HjUEMD0",LNPRT,28-02-2023,52100,28-02-2023,NA,213899,12927,12754,328584,12458.73,Done,2.08,Done,Done
373761,455,"@fu@GxIp2%_5axgV@@@&Ogqd,GcuQLiA;F",LNBFP,28-02-2023,581250,28-02-2023,NA,13595,44298,55958,129990,63260.7,Done,,pending,Done
381132,1530,PZ{cAJFi<v_seK\g>L7VOawd;9(,LNECL,,,28-02-2023,NA,182528,25669,11836,85163,0,Done,,pending,Normal_Interest_Is_Zero
380243,138,I9r@3 Ti:s`=dG,LNECL,,,28-02-2023,207464,205740,92168,153147,292379,0,Done,,pending,Normal_Interest_Is_Zero
378677,1165,AZpn;~H:@(\DaBXcP,LNECL,28-02-2023,159000,28-02-2023,NA,324113,2639,390237,345754,17856.06,Done,,pending,Done
379730,129,Iate7JL[E U8VL3[BO7#O]|n,LNECL,,,28-02-2023,NA,371822,101122,34451,34451,37074.52,Done,,pending,Done
380732,148,Infh;JB[@'^5a:l,LNECL,,,28-02-2023,NA,157282,23525,70493,70493,0,Done,,pending,Normal_Interest_Is_Zero
373715,252,Iate7JSc1vT9hAjROwB)Rlod5G,LNAGP,28-02-2023,95000,28-02-2023,303813,261952,261071,371858,212878,42661.9,Done,25.96,Done,Done
376535,64,7nvo9 If1RO5gL3aOAHwW]Jg0A-y@<,LNECL,28-02-2023,444444,28-02-2023,154716,154716,NA,205418,21123,66794.59,Done,,pending,Done
380363,1394,Iate7JSbBtT5bx_`DAE+L[};3=1nO=.,LNECL,,,28-02-2023,358763,150649,15559,1283,180356,492947.51,Done,,pending,Done
386380,292,Ikkn;!Am.RM;ZGVZBK,LNECL,28-02-2023,78000,28-02-2023,NA,16685,16050,151064,185745,11880.05,Done,4.46,Done,Done
373735,111,7kgt7JS_?)U7ZL3aOAHwW]Jg;8q,LNBFP,28-02-2023,182620,28-02-2023,NA,202649,136072,384308,384308,105574.87,Done,,pending,Done
373755,1541,Cbub3r `?sSFVGVV,LNBFP,28-02-2023,250000,28-02-2023,NA,343332,116600,4463,260161,86383.56,Done,,pending,Done
381286,1530,IhpaDq j9s_H^<f1MJ;-Dlo;3=1nO=.,LNECL,,,28-02-2023,NA,100667,21804,195662,190553,0,Done,,pending,Normal_Interest_Is_Zero
386185,283,"IZdaDJFf2+,=c=\R|DFz",LNECL,28-02-2023,802778,28-02-2023,NA,162906,21804,371858,169260,166427.9,Done,74.83,Done,Done
373845,90,IkgeqqAh2&Ts\>TcPwB-W8vo+,LNBLA,28-02-2023,238095,28-02-2023,NA,159984,42555,265613,265613,7221.28,Done,,pending,Done
373875,109,F^trK} \6&OI^Mf1MNFVOln,LNBLA,28-02-2023,33000,28-02-2023,NA,208319,149829,13764,13764,7398.05,Done,,pending,Done
380265,1385,Iate7JM[1z[DjK3dQ=7#V,LNECL,,,28-02-2023,NA,206036,27426,15533,15533,0,Done,,pending,Normal_Interest_Is_Zero
373771,12,HGBcAw,LNBLA,28-02-2023,125000,28-02-2023,NA,141097,109935,112866,112866,45886.13,Done,,pending,Done
380435,1394,"?gxe@~Yml%QGZ:eTEw5&Phki@s4wDN+I,""eQ[:Jed",LNECL,,,28-02-2023,NA,197376,197376,27234,338077,0,Done,,pending,Normal_Interest_Is_Zero
377055,90,"Ibot3JCf2s^sXHTePwB)Lnko,s0nHA>:+",LNECL,28-02-2023,675000,28-02-2023,NA,59028,42555,88866,88866,98840.58,Done,,pending,Done
376365,56,7kkeEJCi?#[FVMX1P=D-L[onfD:yzD>9,LNECL,28-02-2023,138889,28-02-2023,208437,135764,153226,293291,293291,16996.75,Done,,pending,Done
377155,93,@^gv3x m.~QG5~3^>J={Waxb,LNECL,27-02-2023,91666.66,28-02-2023,NA,41553,26197,80426,115767,12951.25,Done,,pending,Done
376705,72,7[jaKJIm=s`s=BaUF9zVSn~If@8i),LNECL,28-02-2023,3672917,28-02-2023,NA,153628,275975,27234,338077,786950.05,Done,,pending,Done
376945,87,Id{w;x m={ZB^GZ1MJ;-Dlo;3=1nO=.,LNECL,28-02-2023,1666667,28-02-2023,NA,156591,135227,378924,378924,252739.69,Done,,pending,Done
377115,90,Ekcn9o m<%`=c@3^>;: Q]};0B(n<w:G0XZ\SpBim0T17,LNECL,28-02-2023,157220,28-02-2023,NA,207553,46212,88866,88866,19355.02,Done,,pending,Done
374461,459,"?gpoHkTcCw,AVK^VQA@}",LNBLA,28-02-2023,70000,28-02-2023,NA,157967,136072,384308,384308,4612.29,Done,10.97,Done,Done
380324,139,Iate7JSb6)MA5:geFJ7*#h!of@8i,LNECL,28-02-2023,209000,28-02-2023,NA,198416,12141,17021,17021,64298.08,Done,,pending,Done
380465,1394,"7ognGoS:=zMFb:3UFKF)LZ o6F7EKJ3K(V^(Z:Cit,D",LNECL,,,28-02-2023,NA,141886,141886,1283,180356,,pending,,pending,Normal_Interest_Is_Null
